query,markup
килька знаток 240г,"[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
лапша 85г роллтон,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 17, 'B-BRAND')]"
хризантема 120 шт,"[(0, 10, 'B-TYPE'), (11, 14, 'B-VOLUME'), (15, 17, 'I-VOLUME')]"
"хомут 32, шт","[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
ремоколор 20л ведро,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
сырок миньоны 40г,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 17, 'B-VOLUME')]"
пюре heinz 90г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 14, 'B-VOLUME')]"
праймер 5 мл,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
эскимо бон пари 45г,"[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND'), (11, 15, 'I-BRAND'), (16, 19, 'B-VOLUME')]"
jacobs кофе 150 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
биомастер 1кг,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME')]"
kudo грунт 2201Г,"[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE'), (11, 16, 'B-VOLUME')]"
20 г,"[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]"
батончик 30г фрутилад,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 21, 'B-BRAND')]"
эра 560Л лампа,"[(0, 3, 'B-BRAND'), (4, 8, 'B-VOLUME'), (9, 14, 'B-TYPE')]"
smile салфетки 60шт,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
мороженое 70г мишка на полюсе,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME'), (14, 19, 'B-BRAND'), (20, 22, 'I-BRAND'), (23, 29, 'I-BRAND')]"
"горшок 1,5л","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
hem 20 шт благовония,"[(0, 3, 'B-BRAND'), (4, 6, 'B-VOLUME'), (7, 9, 'I-VOLUME'), (10, 20, 'B-TYPE')]"
кременкульское 180г печенье,"[(0, 14, 'B-BRAND'), (15, 19, 'B-VOLUME'), (20, 27, 'B-TYPE')]"
repsol масло 20л,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
велком колбаса 235Г,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
мазь 25Г 0.2%,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 13, 'B-PERCENT')]"
"фруктовый сад 0,95л сок","[(0, 9, 'B-BRAND'), (10, 13, 'I-BRAND'), (14, 19, 'B-VOLUME'), (20, 23, 'B-TYPE')]"
100 г,"[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]"
практика 3шт лента,"[(0, 8, 'B-BRAND'), (9, 12, 'B-VOLUME'), (13, 18, 'B-TYPE')]"
"полироль grass 0,5л","[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
alpen gold 85г шоколад,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 14, 'B-VOLUME'), (15, 22, 'B-TYPE')]"
салфетки aura 60шт,"[(0, 8, 'B-TYPE'), (9, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
порошок fito 45мл,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
makita 2008 г ствол,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 19, 'B-TYPE')]"
"топ 0,6кг мастика","[(0, 3, 'B-BRAND'), (4, 9, 'B-VOLUME'), (10, 17, 'B-TYPE')]"
мыло фортуна 500мл,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 18, 'B-VOLUME')]"
"добрый сок 0,45 л","[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE'), (11, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
"санта вода 1,5л","[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
bls шары 0.20 г,"[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME')]"
тетрадь 12л,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
"фрутоняня 0,2л сок","[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 18, 'B-TYPE')]"
кантата чай 1000г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 17, 'B-VOLUME')]"
"finncolor 2,7 л краска","[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME'), (16, 22, 'B-TYPE')]"
тетрадь greenwich line 48л,"[(0, 7, 'B-TYPE'), (8, 17, 'B-BRAND'), (18, 22, 'I-BRAND'), (23, 26, 'B-VOLUME')]"
костромской мясокомбинат 1кг шейка,"[(0, 11, 'B-BRAND'), (12, 24, 'I-BRAND'), (25, 28, 'B-VOLUME'), (29, 34, 'B-TYPE')]"
рэмбо мочалка 3шт,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
мармелад рахат 250Г,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
липецкая росинка вода 4014949 Л,"[(0, 8, 'B-BRAND'), (9, 16, 'I-BRAND'), (17, 21, 'B-TYPE'), (22, 29, 'B-VOLUME'), (30, 31, 'I-VOLUME')]"
"пиво 0,45л carlsberg 46%","[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 20, 'B-BRAND'), (21, 24, 'B-PERCENT')]"
с-вита 4840635 Г гематоген,"[(0, 6, 'B-BRAND'), (7, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME'), (17, 26, 'B-TYPE')]"
гвозди 40 кг,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
"valio 140г 0,1%","[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 15, 'B-PERCENT')]"
kim tec 6479 Г герметик,"[(0, 3, 'B-BRAND'), (4, 7, 'I-BRAND'), (8, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME'), (15, 23, 'B-TYPE')]"
250 г конфеты,"[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (6, 13, 'B-TYPE')]"
"аквест 1,4кг","[(0, 6, 'B-BRAND'), (7, 12, 'B-VOLUME')]"
"капли 0,5 мл визин","[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME'), (13, 18, 'B-BRAND')]"
"thomson пульт 1,00 шт","[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 18, 'B-VOLUME'), (19, 21, 'I-VOLUME')]"
сверло практика 1шт,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 19, 'B-VOLUME')]"
5 г,"[(0, 1, 'B-VOLUME'), (2, 3, 'I-VOLUME')]"
1 кг,"[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]"
gerber 13. Г,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
биойогурт слобода 125г,"[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND'), (18, 22, 'B-VOLUME')]"
чудо 2.4% йогурт 270г,"[(0, 4, 'B-BRAND'), (5, 9, 'B-PERCENT'), (10, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
kuhne корнишоны 180Г,"[(0, 5, 'B-BRAND'), (6, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
сигареты 20шт vogue,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 19, 'B-BRAND')]"
кофе 38Г jacobs,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 15, 'B-BRAND')]"
хлебцы 250г baker house,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 17, 'B-BRAND'), (18, 23, 'I-BRAND')]"
"пиво guinness 0,44л 4,2%","[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND'), (14, 19, 'B-VOLUME'), (20, 24, 'B-PERCENT')]"
круассан 60г,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
щетка 1 шт oral-b,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME'), (11, 17, 'B-BRAND')]"
inspector 10кг капли,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 20, 'B-TYPE')]"
порошок 75Г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
салфетки аквамарин 72 шт,"[(0, 8, 'B-TYPE'), (9, 18, 'B-BRAND'), (19, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
домик в деревне 0.2л сливки 10%,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 20, 'B-VOLUME'), (21, 27, 'B-TYPE'), (28, 31, 'B-PERCENT')]"
вафля yota 40г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND'), (11, 14, 'B-VOLUME')]"
слобода масло 1л,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 16, 'B-VOLUME')]"
крем 70г свобода,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 16, 'B-BRAND')]"
мелоксидил 32мл,"[(0, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
книга hatber 8л,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 15, 'B-VOLUME')]"
славица мороженое 500г,"[(0, 7, 'B-BRAND'), (8, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
"магарыч бутылка 0,5л","[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
himalaya herbals паста 285Г,"[(0, 8, 'B-BRAND'), (9, 16, 'I-BRAND'), (17, 22, 'B-TYPE'), (23, 27, 'B-VOLUME')]"
"вода 1,5л aqua minerale","[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 14, 'B-BRAND'), (15, 23, 'I-BRAND')]"
пудра haas 80 г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND'), (11, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME')]"
макароны шебекинские 450г,"[(0, 8, 'B-TYPE'), (9, 20, 'B-BRAND'), (21, 25, 'B-VOLUME')]"
семена 2г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME')]"
капитан сильвер 50Г,"[(0, 7, 'B-BRAND'), (8, 15, 'I-BRAND'), (16, 19, 'B-VOLUME')]"
переходник 1шт hlv,"[(0, 10, 'B-TYPE'), (11, 14, 'B-VOLUME'), (15, 18, 'B-BRAND')]"
джиг 16г volga jig,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 14, 'B-BRAND'), (15, 18, 'I-BRAND')]"
hillway чай 2г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 14, 'B-VOLUME')]"
сахар фарсис 15г,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 16, 'B-VOLUME')]"
48 копеек мороженое 91г,"[(0, 2, 'B-BRAND'), (3, 9, 'I-BRAND'), (10, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
пена 400мл milk,"[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 15, 'B-BRAND')]"
duracell 4ШТ батарейка,"[(0, 8, 'B-BRAND'), (9, 12, 'B-VOLUME'), (13, 22, 'B-TYPE')]"
100 г наша марка,"[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (6, 10, 'B-BRAND'), (11, 16, 'I-BRAND')]"
клинские 100г сухарики,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 22, 'B-TYPE')]"
"творожный продукт даниссимо 130г 5,6%","[(0, 9, 'B-TYPE'), (10, 17, 'I-TYPE'), (18, 27, 'B-BRAND'), (28, 32, 'B-VOLUME'), (33, 37, 'B-PERCENT')]"
леденцы 35 г orbit,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 18, 'B-BRAND')]"
салфетки 10 шт amra,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME'), (15, 19, 'B-BRAND')]"
мука 2кг французская штучка,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 20, 'B-BRAND'), (21, 27, 'I-BRAND')]"
лимонад черноголовка 2л,"[(0, 7, 'B-TYPE'), (8, 20, 'B-BRAND'), (21, 23, 'B-VOLUME')]"
печенье яшкино 182г,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
соус 1л sen soy,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 11, 'B-BRAND'), (12, 15, 'I-BRAND')]"
масло 1л кубаночка,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 18, 'B-BRAND')]"
сыр 45% cheese gallery,"[(0, 3, 'B-TYPE'), (4, 7, 'B-PERCENT'), (8, 14, 'B-BRAND'), (15, 22, 'I-BRAND')]"
50 мл настойка,"[(0, 2, 'B-VOLUME'), (3, 5, 'I-VOLUME'), (6, 14, 'B-TYPE')]"
animal play шампунь 300 мл,"[(0, 6, 'B-BRAND'), (7, 11, 'I-BRAND'), (12, 19, 'B-TYPE'), (20, 23, 'B-VOLUME'), (24, 26, 'I-VOLUME')]"
maccoffee 2Г,"[(0, 9, 'B-BRAND'), (10, 12, 'B-VOLUME')]"
капли 10мл аква марис,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 15, 'B-BRAND'), (16, 21, 'I-BRAND')]"
жевательная резинка dirol 13.6г,"[(0, 11, 'B-TYPE'), (12, 19, 'I-TYPE'), (20, 25, 'B-BRAND'), (26, 31, 'B-VOLUME')]"
сыр 50г,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME')]"
пирожки 100г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
"добрый 0,2л сок","[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 15, 'B-TYPE')]"
халат 100%,"[(0, 5, 'B-TYPE'), (6, 10, 'B-PERCENT')]"
измельчитель 25кг makita,"[(0, 12, 'B-TYPE'), (13, 17, 'B-VOLUME'), (18, 24, 'B-BRAND')]"
флюид greenini 100мл,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 20, 'B-VOLUME')]"
рубец 1кг titbit,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 16, 'B-BRAND')]"
соль 150 г 4life,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME'), (11, 16, 'B-BRAND')]"
мыло fax 70г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-BRAND'), (9, 12, 'B-VOLUME')]"
бумага 4шт plushe,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
"тысячелистник 1,5Г","[(0, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
pentel 12 шт стержни,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME'), (13, 20, 'B-TYPE')]"
штора 1 ШТ,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
коммунарка шоколад 200г,"[(0, 10, 'B-BRAND'), (11, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
печенье сладкая слобода 230г,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 23, 'I-BRAND'), (24, 28, 'B-VOLUME')]"
активиа йогурт 260г,"[(0, 7, 'B-BRAND'), (8, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
1 шт канна пикассо,"[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME'), (5, 10, 'B-TYPE'), (11, 18, 'I-TYPE')]"
конфеты 1кг степ,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 16, 'B-BRAND')]"
гайка 004374.Г,"[(0, 5, 'B-TYPE'), (6, 14, 'B-VOLUME')]"
аленка 301г подарок,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 19, 'B-TYPE')]"
"жевательная резинка 3,5г","[(0, 11, 'B-TYPE'), (12, 19, 'I-TYPE'), (20, 24, 'B-VOLUME')]"
kejo foods 800г чай,"[(0, 4, 'B-BRAND'), (5, 10, 'I-BRAND'), (11, 15, 'B-VOLUME'), (16, 19, 'B-TYPE')]"
homestar 40кг безмен,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 20, 'B-TYPE')]"
крупа царь 800г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
1 шт пакет,"[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME'), (5, 10, 'B-TYPE')]"
10 г,"[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME')]"
любимый 0.95 л,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
линзы alcon 2шт,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 15, 'B-VOLUME')]"
"фисташки 1,0кг яшкино","[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME'), (15, 21, 'B-BRAND')]"
pro plan 700г,"[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 13, 'B-VOLUME')]"
зубр шлифлист 1шт,"[(0, 4, 'B-BRAND'), (5, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
шоколад alpen gold 90г,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 18, 'I-BRAND'), (19, 22, 'B-VOLUME')]"
140 г,"[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME')]"
choco pie 112г,"[(0, 5, 'B-BRAND'), (6, 9, 'I-BRAND'), (10, 14, 'B-VOLUME')]"
блинчики 360г сибирский гурман,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 23, 'B-BRAND'), (24, 30, 'I-BRAND')]"
стержень 90 г,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]"
y-plus 974918 Л ластик,"[(0, 6, 'B-BRAND'), (7, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME'), (16, 22, 'B-TYPE')]"
дмитрогорский продукт сардельки 580г,"[(0, 13, 'B-BRAND'), (14, 21, 'I-BRAND'), (22, 31, 'B-TYPE'), (32, 36, 'B-VOLUME')]"
ананасы знаток 580 г,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
вата 50г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME')]"
фрутоняня биотворог 90г,"[(0, 9, 'B-BRAND'), (10, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
фигурка shopkins 5ШТ,"[(0, 7, 'B-TYPE'), (8, 16, 'B-BRAND'), (17, 20, 'B-VOLUME')]"
божья коровка 500г творог 5%,"[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 18, 'B-VOLUME'), (19, 25, 'B-TYPE'), (26, 28, 'B-PERCENT')]"
шампунь 150мл циновит,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 21, 'B-BRAND')]"
вода mever 1.5л,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
очиститель чистик 200 г,"[(0, 10, 'B-TYPE'), (11, 17, 'B-BRAND'), (18, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
"0,980 кг люля-кебаб","[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME'), (9, 19, 'B-TYPE')]"
"напиток балтика 0,5л","[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
15г,"[(0, 3, 'B-VOLUME')]"
главпродукт горчица 170г,"[(0, 11, 'B-BRAND'), (12, 19, 'B-TYPE'), (20, 24, 'B-VOLUME')]"
кофе 2г maccoffee,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 17, 'B-BRAND')]"
скипар эмульсия 1000мл,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 22, 'B-VOLUME')]"
2 ШТ,"[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME')]"
аляска 1кг антифриз,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 19, 'B-TYPE')]"
"любимый 0,95 л нектар","[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME'), (15, 21, 'B-TYPE')]"
kotanyi 37Г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME')]"
"нектар 0,5л биола","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
подарок 493г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
kukmara казан 15 л,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
игрушка 1 шт,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
"таблетки 3,5г","[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
рыбка 80г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
"краска palette 1846187,1938206 шт","[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 30, 'B-VOLUME'), (31, 33, 'I-VOLUME')]"
клинский мк сосиски 400 г,"[(0, 8, 'B-BRAND'), (9, 11, 'I-BRAND'), (12, 19, 'B-TYPE'), (20, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME')]"
амбробене 5мл сироп,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
ceresit затирка 2КГ,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
фартук 100 %,"[(0, 6, 'B-TYPE'), (7, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT')]"
кондиционер iv san bernard 500 мл,"[(0, 11, 'B-TYPE'), (12, 14, 'B-BRAND'), (15, 18, 'I-BRAND'), (19, 26, 'I-BRAND'), (27, 30, 'B-VOLUME'), (31, 33, 'I-VOLUME')]"
мармелад 80г haribo,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 19, 'B-BRAND')]"
skinlite 23мл маска,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
чай 100г ahmad tea,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 14, 'B-BRAND'), (15, 18, 'I-BRAND')]"
молокосодержащий продукт горянка 15% 450г,"[(0, 16, 'B-TYPE'), (17, 24, 'I-TYPE'), (25, 32, 'B-BRAND'), (33, 36, 'B-PERCENT'), (37, 41, 'B-VOLUME')]"
напиток rusking 0.45Л,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'B-VOLUME')]"
штурвал 175г шпроты,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 19, 'B-TYPE')]"
колбаса мираторг 375г 10%,"[(0, 7, 'B-TYPE'), (8, 16, 'B-BRAND'), (17, 21, 'B-VOLUME'), (22, 25, 'B-PERCENT')]"
amelia 100г вата,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 16, 'B-TYPE')]"
черкизово 400г сосиски,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 22, 'B-TYPE')]"
гель 03.23Г kooza,"[(0, 4, 'B-TYPE'), (5, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
"томат 0,15Г","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME')]"
консервы 100г royal canin,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 19, 'B-BRAND'), (20, 25, 'I-BRAND')]"
зефир 460г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
royal food суп 65 Г,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 14, 'B-TYPE'), (15, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
кетчуп 330г astoria,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 19, 'B-BRAND')]"
nivea гель 250мл,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 16, 'B-VOLUME')]"
каша агрокомплекс 325 г,"[(0, 4, 'B-TYPE'), (5, 17, 'B-BRAND'), (18, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
кетчуп балтимор 260г,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
аванта 2.8г помада,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 18, 'B-TYPE')]"
"эмаль расцвет 0,9кг","[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 19, 'B-VOLUME')]"
суп 19г maggi,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME'), (8, 13, 'B-BRAND')]"
10л рассеиватель,"[(0, 3, 'B-VOLUME'), (4, 16, 'B-TYPE')]"
калинов родник напиток 1л,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 22, 'B-TYPE'), (23, 25, 'B-VOLUME')]"
клей 480 мл гамма,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 17, 'B-BRAND')]"
паста 25г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
сыр 50%,"[(0, 3, 'B-TYPE'), (4, 7, 'B-PERCENT')]"
обложка schoolformat 50 шт,"[(0, 7, 'B-TYPE'), (8, 20, 'B-BRAND'), (21, 23, 'B-VOLUME'), (24, 26, 'I-VOLUME')]"
губка belux 50409 Г,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
профитроли 400г,"[(0, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
сковорода 1 г tefal,"[(0, 9, 'B-TYPE'), (10, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 19, 'B-BRAND')]"
20%,"[(0, 3, 'B-PERCENT')]"
